ID,Train_Station,Street_Name,Street_Type,Entrance_Type,LAT,LONG,Exit_Number
1046,Woy Woy,Railway,St,Stairs,-33.48597825,151.3232156,
1047,Woy Woy,Blackwall,Rd,Path,-33.48597397,151.324352,
1048,Wyee,Wyee,Rd,Ramp,-33.17984054,151.48724,
1049,Wyee,Gorokan,Rd,Stairs,-33.180164,151.4868566,
1050,Wynyard,Napoleon,St,Path,-33.86524696,151.20397,
1051,Wynyard,Napoleon,St,Lift,-33.86534132,151.203967,
1052,Wynyard,Clarence,St,Stairs,-33.86562889,151.2048,4
1053,Wynyard,Clarence,St,Path,-33.86564376,151.2050042,4
1054,Wynyard,York,St,Path,-33.86560119,151.2055201,3
1055,Wynyard,Clarence,St,Lift,-33.86572968,151.2050799,4
1056,Wynyard,Jamison,St,Path,-33.86445369,151.2053161,
1057,Wynyard,Carrington,St,Path,-33.86572268,151.206269,1
1058,Wynyard,Carrington,St,Lift,-33.86570502,151.2061027,1
1059,Wynyard,Carrington,St,Stairs,-33.86553906,151.2063145,1
1060,Wynyard,Carrington,St,Stairs,-33.86583394,151.2062822,1
1061,Wynyard,York,St,Stairs,-33.86575654,151.2059633,3
1062,Wynyard,York,St,Stairs,-33.86566282,151.2059726,3
1063,Wynyard LR,George,St,Path,-33.86670287,151.2070738,
1064,Wynyard LR,George,St,Path,-33.86670881,151.2072618,
1065,Wyong,Howarth,St,Lift,-33.2853325,151.4255494,
1066,Wyong,Howarth,St,Stairs,-33.28508373,151.4255992,
1067,Wyong,Pacific,Hwy,Stairs,-33.2853225,151.4251587,
1068,Wyong,Pacific,Hwy,Lift,-33.28524935,151.4252208,
1069,Yagoona,Hume,Hwy,Path,-33.90733106,151.0246767,
1070,Yennora,Railway,St,Ramp,-33.86502912,150.9707162,
1071,Yennora,Railway,St,Stairs,-33.86498836,150.9708084,
1072,Yennora,Railway,St,Stairs,-33.86488282,150.97104,
1073,Yennora,Nelson,Rd,Stairs,-33.86462082,150.9709456,
1074,Yerrinbool,Old Hume,Hwy,Path,-34.37159251,150.5434481,
